2362,藍天,電子–電腦及週邊設備,電子下游–筆記型電腦,7010,0,1,0
2363,矽統,電子–半導體,電子上游–IC設計,6277,0,0,0
2364,倫飛,電子–電腦及週邊設備,電子下游–筆記型電腦,1902,0,0,0
2365,昆盈,電子–電腦及週邊設備,電子下游–掃描器,3051,0,0,0
2367,燿華,電子–電子零組件,電子上游–PCB製造,5790,0,0,0
2368,金像電,電子–電子零組件,電子上游–PCB製造,5649,0,0,0
2369,菱生,電子–半導體,電子上游–IC封測,3801,0,0,0
2371,大同,電子–其他電子,電子下游–消費電子,23395,0,0,0
2373,震旦行,電子–其他電子,電子下游–資訊通路,3374,0,0,0
2374,佳能,電子–光電,電子下游–數位相機,4471,0,0,0
2375,智寶,電子–電子零組件,電子上游–被動元件,1923,0,0,0
2376,技嘉,電子–電腦及週邊設備,電子中游–主機板,6254,0,0,0
2377,微星,電子–電腦及週邊設備,電子中游–主機板,8449,0,0,0
2379,瑞昱,電子–半導體,電子上游–IC設計,4988,0,1,1
2380,虹光,電子–電腦及週邊設備,電子下游–掃描器,2202,0,0,0
2381,華宇(下櫃),0,0,0,0,0,0
2382,廣達,電子–電腦及週邊設備,電子中游–EMS,38479,1,0,0
2383,台光電,電子–電子零組件,電子上游–PCB材料設備,3082,0,0,0
2384,勝華,電子–光電,電子中游–LCD–STN面板,18478,0,1,0
2385,群光,電子–電腦及週邊設備,電子下游–其他,6758,0,1,0
2387,精元,電子–電腦及週邊設備,電子中游–NB與手機零組件,3698,0,0,0
2388,威盛,電子–半導體,電子上游–IC設計,4933,0,0,0
2390,云辰,電子–其他電子,電子下游–安全監控,2153,0,0,0
2392,正崴,電子–電子零組件,電子上游–連接元件,4937,0,1,0
2393,億光,電子–光電,電子上游–LED及光元件,4192,0,0,0
2395,研華,電子–電腦及週邊設備,電子下游–工業電腦,5615,0,1,0
2397,友通,電子–電腦及週邊設備,電子中游–主機板,1148,0,0,0
2399,映泰,電子–電腦及週邊設備,電子中游–主機板,1781,0,0,0
2401,凌陽,電子–半導體,電子上游–IC設計,5969,0,0,0
2402,毅嘉,電子–通信網路,電子中游–NB與手機零組件,3321,0,0,0
2404,漢唐,電子–其他電子,電子中游–儀器設備工程,2382,0,0,0
2405,浩鑫,電子–電腦及週邊設備,電子中游–主機板,3401,0,0,0
2406,國碩,電子–光電,電子下游–光碟片,2920,0,0,0
2408,南科,電子–半導體,電子上游–IC-DRAM製造,186649,0,0,0
2409,友達,電子–光電,電子中游–LCD–TFT面板,88270,1,0,0
2412,中華電,電子–通信網路,電子下游–電信服務,77574,1,0,0
2413,環科,電子–電子零組件,電子中游–電源供應器,1274,0,0,0
2414,精技,電子–電子通路,電子下游–資訊通路,1617,0,0,0
2415,錩新,電子–電子零組件,電子中游–其他,857,0,0,0
2417,圓剛,電子–電腦及週邊設備,電子中游–PC介面卡,2069,0,0,0
2419,仲琦,電子–通信網路,電子中游–通訊設備,2097,0,0,0
2420,新巨,電子–電子零組件,電子中游–電源供應器,1526,0,0,0
2421,建準,電子–電子零組件,電子中游–電源供應器,2509,0,0,0
2423,固緯,電子–其他電子,電子中游–儀器設備工程,1167,0,0,0
2424,隴華,電子–電腦及週邊設備,電子中游–PC介面卡,300,0,0,0
2425,承啟,電子–半導體,電子中游–主機板,935,0,0,0
2426,鼎元,電子–光電,電子上游–LED及光元件,3610,0,0,0
2427,三商電,電子–資訊服務,軟體–系統整合,1903,0,0,0
2428,興勤,電子–電子零組件,電子上游–被動元件,1269,0,0,0
2429,銘旺科,電子–電子零組件,電子上游–PCB製造,1300,0,0,0
2430,燦坤,電子–電子通路,電子下游–資訊通路,1675,0,0,0
2431,聯昌,電子–電子零組件,電子中游–變壓器與UPS,1109,0,0,0
2433,互盛電,電子–其他電子,軟體–系統整合,1445,0,0,0
2434,統懋,電子–半導體,電子上游–LED及光元件,1348,0,0,0
2436,偉詮電,電子–半導體,電子上游–IC設計,2460,0,0,0
2437,旺詮,電子–電子零組件,電子上游–被動元件,608,0,0,0
2438,英誌,電子–電腦及週邊設備,電子中游–機殼,485,0,0,0
2439,美律,電子–通信網路,電子中游–NB與手機零組件,1658,0,0,0
2440,太空梭,電子–電子零組件,電子上游–連接元件,1391,0,0,0
2441,超豐,電子–半導體,電子上游–IC封測,5540,0,0,0
2442,新美齊,電子–電腦及週邊設備,電子下游–顯示器,1634,0,0,0
2443,新利虹,電子–光電,電子下游–光碟片,3540,0,0,0
2444,友旺,電子–通信網路,電子中游–網通,1351,0,0,0
2448,晶電,電子–光電,電子上游–LED及光元件,9317,0,1,0
2449,京元電,電子–半導體,電子上游–IC封測,11908,0,1,0
2450,神腦,電子–通信網路,電子下游–資訊通路,2572,0,1,0
2451,創見,電子–半導體,電子上游–DRAM銷售,4308,0,1,0
2453,凌群,電子–資訊服務,軟體–系統整合,1000,0,0,0
2454,聯發科,電子–半導體,電子上游–IC設計,13494,1,0,0
2455,全新,電子–通信網路,電子上游–LED及光元件,2459,0,0,0
2456,奇力新,電子–電子零組件,電子上游–被動元件,1533,0,0,0
2457,飛宏,電子–電子零組件,電子中游–變壓器與UPS,2770,0,0,0
2458,義隆,電子–半導體,電子上游–IC設計,4182,0,0,0
2459,敦吉,電子–電子通路,電子上游–IC通路,1451,0,0,0
2460,建通,電子–電子零組件,電子上游–連接元件,1716,0,0,0
2461,光群雷,電子–其他電子,電子中游–其他,1508,0,0,0
2462,良得電,電子–電子零組件,電子上游–連接元件,872,0,0,0
2464,盟立,電子–其他電子,電子中游–儀器設備工程,1826,0,0,0
2465,麗臺,電子–電腦及週邊設備,電子中游–PC介面卡,1072,0,0,0
2466,冠西電,電子–光電,電子上游–LED及光元件,1368,0,0,0
2467,志聖,電子–電子零組件,電子上游–PCB材料設備,1587,0,0,0
2468,華經,電子–資訊服務,軟體–系統整合,700,0,0,0
2471,資通,電子–資訊服務,軟體–系統整合,473,0,0,0
2472,立隆電,電子–電子零組件,電子上游–被動元件,1543,0,0,0
2473,思源(下市),0,0,0,0,0,0
2474,可成,電子–電腦及週邊設備,電子中游–NB與手機零組件,7507,1,0,0
2475,華映,電子–光電,電子中游–LCD–TFT面板,64795,0,0,0
2476,鉅祥,電子–電子零組件,電子上游–連接元件,2443,0,0,0
2477,美隆電,電子–其他電子,電子下游–消費電子,2388,0,0,0
2478,大毅,電子–電子零組件,電子上游–被動元件,2459,0,0,0
2480,敦陽科,電子–資訊服務,軟體–系統整合,1330,0,0,0
2481,強茂,電子–半導體,電子上游–LED及光元件,3719,0,0,0
2482,連宇,電子–其他電子,電子下游–商業自動化,621,0,0,0
2483,百容,電子–電子零組件,電子上游–連接元件,1133,0,0,0
2484,希華,電子–電子零組件,電子上游–被動元件,1575,0,0,0
2485,兆赫,電子–通信網路,電子中游–通訊設備,3177,0,0,0
2486,一詮,電子–光電,電子上游–LED及光元件,2057,0,0,0
2488,漢平,電子–其他電子,電子下游–消費電子,800,0,0,0
2489,瑞軒,電子–光電,電子下游–顯示器,8279,0,1,0
2491,吉祥全,電子–光電,電子下游–光碟片,630,0,0,0
2492,華新科,電子–電子零組件,電子上游–被動元件,6901,0,0,0
2493,揚博,電子–電子零組件,電子上游–PCB材料設備,1144,0,0,0
2495,普安,電子–其他電子,電子中游–PC介面卡,2836,0,0,0
2496,卓越,電子–通信網路,電子中游–通訊設備,361,0,0,0
2497,怡利電,電子–其他電子,電子中游–網通,1188,0,0,0
2498,宏達電,電子–通信網路,電子下游–手機製造,8521,1,0,0
2499,東貝,電子–光電,電子上游–LED及光元件,3304,0,0,0
2501,國建,建材營建,傳產–營建,16565,0,1,0
2504,國產,建材營建,傳產–營建,15193,0,1,0
2505,國揚,建材營建,傳產–營建,4463,0,0,0
2506,太設,建材營建,傳產–營建,4100,0,0,0
2509,全坤建,建材營建,傳產–營建,1518,0,0,0
2511,太子,建材營建,傳產–營建,11945,0,1,0
2514,龍邦,其他,傳產–營建,5631,0,0,0
2515,中工,建材營建,傳產–營建,15250,0,0,0
